user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day,signup_year,age_group,listening_segment
2174,Australia,38,2024-01-12,Premium Individual,Active,3,1,Yes,No,3,13.28,Jazz,Playlists,Mood-based Auto Playlists,Car System,8,4,2024,35-44,Medium (5-15 hrs)
2175,Spain,56,2025-01-14,Premium Individual,Active,0,0,Yes,Yes,3,7.62,Electronic,Discover Weekly,Lyrics Translation,Tablet,12,11,2025,55+,Medium (5-15 hrs)
2176,Italy,38,2021-07-17,Free,Active,4,1,No,No,4,10.69,Pop,Daily Mix,Better AI Recommendations,Mobile,5,11,2021,35-44,Medium (5-15 hrs)
2177,Indonesia,22,2021-06-06,Premium Individual,Active,1,0,No,No,5,3.93,Classical,Daily Mix,Better AI Recommendations,Car System,9,8,2021,18-24,Low (<5 hrs)
2178,Indonesia,27,2018-07-01,Free,Active,0,0,No,No,2,5.78,Hip-Hop,Radio,Better AI Recommendations,Car System,11,6,2018,25-34,Medium (5-15 hrs)
2179,Spain,38,2025-10-02,Free,Active,0,0,No,No,3,14.36,K-Pop,Discover Weekly,HiFi Audio,Desktop,8,6,2025,35-44,Medium (5-15 hrs)
2180,Brazil,45,2022-09-21,Free,Inactive,6,1,Yes,No,3,3.94,Hip-Hop,Podcasts,Better AI Recommendations,Tablet,6,8,2022,45-54,Low (<5 hrs)
2181,Italy,37,2019-02-23,Student,Active,0,0,No,No,3,11.99,K-Pop,Playlists,Lyrics Translation,Tablet,6,12,2019,35-44,Medium (5-15 hrs)
2182,Canada,25,2019-03-14,Free,Inactive,5,1,No,No,4,11.36,Electronic,AI DJ,Social Listening,Mobile,8,6,2019,25-34,Medium (5-15 hrs)
2183,Brazil,46,2022-01-30,Premium Individual,Active,1,0,No,No,5,6.39,Classical,AI DJ,Better AI Recommendations,Smart Speaker,10,8,2022,45-54,Medium (5-15 hrs)
2184,UK,21,2023-06-14,Free,Active,0,0,No,No,5,9.81,K-Pop,Radio,Better AI Recommendations,Mobile,8,8,2023,18-24,Medium (5-15 hrs)
2185,Spain,46,2021-10-14,Free,Active,0,0,Yes,No,4,11.4,Pop,Daily Mix,Concert Alerts,Car System,12,6,2021,45-54,Medium (5-15 hrs)
2186,Italy,22,2019-06-10,Free,Active,2,0,No,No,5,9.85,Electronic,AI DJ,Concert Alerts,Desktop,8,12,2019,18-24,Medium (5-15 hrs)
2187,France,52,2023-12-04,Premium Family,Active,0,0,No,No,3,7.65,Hip-Hop,Lyrics,Lyrics Translation,Mobile,8,13,2023,45-54,Medium (5-15 hrs)
2188,Germany,48,2020-10-26,Free,Active,1,0,No,No,5,9.59,Electronic,Playlists,Social Listening,Desktop,11,9,2020,45-54,Medium (5-15 hrs)
2189,France,29,2022-05-12,Free,Active,1,0,No,No,5,13.3,Jazz,Offline Mode,Mood-based Auto Playlists,Mobile,9,9,2022,25-34,Medium (5-15 hrs)
2190,Brazil,17,2021-12-20,Free,Active,0,0,Yes,No,3,6.16,Indie,Offline Mode,HiFi Audio,Mobile,10,9,2021,<18,Medium (5-15 hrs)
2191,Australia,49,2020-03-01,Premium Individual,Active,1,0,Yes,No,3,7.94,Hip-Hop,Offline Mode,HiFi Audio,Mobile,11,5,2020,45-54,Medium (5-15 hrs)
2192,Brazil,40,2022-11-24,Premium Family,Active,0,0,Yes,No,5,10.95,Pop,Radio,Better AI Recommendations,Car System,3,8,2022,35-44,Medium (5-15 hrs)
2193,France,43,2019-10-22,Free,Active,2,0,No,No,4,8.1,Latin,AI DJ,Social Listening,Smart Speaker,8,7,2019,35-44,Medium (5-15 hrs)
2194,Australia,24,2019-07-03,Premium Duo,Active,1,0,No,No,4,0,Rock,Lyrics,HiFi Audio,Smart Speaker,8,10,2019,18-24,Low (<5 hrs)
2195,USA,53,2018-02-22,Free,Active,0,0,Yes,Yes,4,8.99,Electronic,Radio,HiFi Audio,Car System,6,10,2018,45-54,Medium (5-15 hrs)
2196,Brazil,40,2023-12-17,Student,Inactive,6,1,No,No,5,7.67,Jazz,Offline Mode,Social Listening,Tablet,8,10,2023,35-44,Medium (5-15 hrs)
2197,Canada,16,2018-04-24,Premium Individual,Active,1,0,No,No,4,0.17,Country,Playlists,Better AI Recommendations,Smart Speaker,8,8,2018,<18,Low (<5 hrs)
2198,Spain,45,2018-12-19,Free,Active,2,0,No,No,4,8.8,Rock,Podcasts,HiFi Audio,Tablet,8,9,2018,45-54,Medium (5-15 hrs)
2199,Spain,29,2018-06-27,Premium Individual,Active,1,0,No,No,5,9.64,R&B,Playlists,HiFi Audio,Desktop,5,9,2018,25-34,Medium (5-15 hrs)
2200,Spain,50,2024-06-04,Premium Individual,Active,2,0,No,No,5,4.98,Hip-Hop,Offline Mode,Social Listening,Mobile,18,14,2024,45-54,Low (<5 hrs)
2201,Spain,36,2018-10-18,Free,Active,2,0,No,No,5,8.37,Latin,Playlists,Better AI Recommendations,Smart Speaker,4,13,2018,35-44,Medium (5-15 hrs)
2202,Brazil,55,2021-10-18,Premium Family,Active,0,0,No,No,5,11.33,Jazz,Lyrics,Lyrics Translation,Mobile,10,16,2021,55+,Medium (5-15 hrs)
2203,Indonesia,45,2024-04-11,Free,Active,0,0,No,No,4,12.9,R&B,AI DJ,Concert Alerts,Smart Speaker,13,12,2024,45-54,Medium (5-15 hrs)
2204,UK,56,2023-06-08,Premium Individual,Active,0,0,No,No,4,15.6,Bollywood,AI DJ,Mood-based Auto Playlists,Smart Speaker,9,6,2023,55+,High (>15 hrs)
2205,Italy,29,2020-04-22,Premium Duo,Active,0,0,Yes,Yes,1,7.32,Pop,Playlists,Better AI Recommendations,Tablet,10,10,2020,25-34,Medium (5-15 hrs)
2206,USA,22,2021-12-23,Premium Duo,Active,5,1,Yes,No,5,12.29,Classical,Podcasts,HiFi Audio,Smart Speaker,2,9,2021,18-24,Medium (5-15 hrs)
2207,Italy,53,2019-02-06,Premium Family,Active,2,0,No,No,3,18.47,Classical,Podcasts,Lyrics Translation,Car System,8,9,2019,45-54,High (>15 hrs)
2208,Mexico,28,2019-06-02,Free,Active,5,1,No,No,5,9.89,Jazz,Offline Mode,Better AI Recommendations,Smart Speaker,8,13,2019,25-34,Medium (5-15 hrs)
2209,India,45,2022-12-08,Free,Active,0,0,No,No,5,9.85,Country,Discover Weekly,Lyrics Translation,Smart Speaker,8,12,2022,45-54,Medium (5-15 hrs)
2210,Canada,56,2024-06-01,Premium Individual,Active,1,0,Yes,No,4,13.35,Country,Lyrics,Concert Alerts,Smart Speaker,7,14,2024,55+,Medium (5-15 hrs)
2211,India,44,2025-09-08,Student,Active,5,1,Yes,No,5,9.05,Latin,Radio,HiFi Audio,Tablet,2,11,2025,35-44,Medium (5-15 hrs)
2212,India,52,2018-10-04,Premium Family,Active,4,1,No,No,3,8.45,Latin,Lyrics,Mood-based Auto Playlists,Car System,6,14,2018,45-54,Medium (5-15 hrs)
2213,Spain,46,2026-02-15,Premium Duo,Active,1,0,Yes,No,5,8.95,R&B,Radio,Social Listening,Car System,11,12,2026,45-54,Medium (5-15 hrs)
2214,Brazil,41,2019-11-24,Free,Active,4,1,No,No,5,18.94,Indie,Playlists,Better AI Recommendations,Mobile,10,8,2019,35-44,High (>15 hrs)
2215,UK,59,2025-04-24,Premium Duo,Active,1,0,No,No,4,9.54,Electronic,Radio,Social Listening,Car System,7,7,2025,55+,Medium (5-15 hrs)
2216,USA,57,2026-01-02,Premium Individual,Active,0,0,Yes,No,4,1.7,K-Pop,Radio,Lyrics Translation,Desktop,11,16,2026,55+,Low (<5 hrs)
2217,Spain,60,2023-04-08,Premium Family,Active,0,0,No,No,3,16.42,Indie,Lyrics,Social Listening,Tablet,10,11,2023,55+,High (>15 hrs)
2218,Italy,23,2023-04-17,Premium Individual,Active,1,0,Yes,No,3,6.25,Country,AI DJ,Social Listening,Desktop,5,8,2023,18-24,Medium (5-15 hrs)
2219,USA,54,2023-08-02,Free,Active,0,0,No,No,3,7.41,Electronic,Discover Weekly,HiFi Audio,Desktop,9,10,2023,45-54,Medium (5-15 hrs)
2220,Mexico,31,2022-04-13,Free,Active,1,0,Yes,Yes,4,2.3,Country,Podcasts,HiFi Audio,Desktop,7,12,2022,25-34,Low (<5 hrs)
2221,UK,52,2020-07-25,Free,Active,1,0,Yes,Yes,5,12.3,K-Pop,Lyrics,Lyrics Translation,Smart Speaker,4,10,2020,45-54,Medium (5-15 hrs)
2222,UK,56,2020-07-07,Premium Individual,Active,0,0,No,No,3,3.16,Rock,Podcasts,Mood-based Auto Playlists,Mobile,6,9,2020,55+,Low (<5 hrs)
2223,UK,18,2025-04-07,Free,Active,0,0,No,No,3,8.39,Country,Playlists,Concert Alerts,Mobile,10,13,2025,18-24,Medium (5-15 hrs)
2224,Canada,22,2020-09-20,Premium Individual,Active,5,1,No,No,5,9.66,Indie,Offline Mode,Social Listening,Car System,9,10,2020,18-24,Medium (5-15 hrs)
2225,Indonesia,18,2020-03-30,Free,Active,0,0,Yes,No,3,12.34,Hip-Hop,AI DJ,Social Listening,Desktop,8,7,2020,18-24,Medium (5-15 hrs)
2226,Australia,19,2023-03-26,Free,Active,0,0,No,No,3,12.79,Hip-Hop,Playlists,Concert Alerts,Car System,11,10,2023,18-24,Medium (5-15 hrs)
2227,Germany,30,2022-07-05,Premium Duo,Active,0,0,Yes,Yes,4,9.24,Country,Offline Mode,Social Listening,Smart Speaker,5,17,2022,25-34,Medium (5-15 hrs)
2228,Germany,18,2025-07-15,Free,Active,0,0,No,No,4,9.29,Latin,Discover Weekly,HiFi Audio,Desktop,4,7,2025,18-24,Medium (5-15 hrs)
2229,India,56,2024-03-28,Free,Active,2,0,No,No,5,4.01,Rock,AI DJ,Concert Alerts,Smart Speaker,10,16,2024,55+,Low (<5 hrs)
2230,Indonesia,42,2024-06-25,Free,Active,6,1,No,No,3,5.38,Country,Lyrics,Better AI Recommendations,Mobile,6,7,2024,35-44,Medium (5-15 hrs)
2231,Mexico,18,2020-12-13,Premium Individual,Active,1,0,No,No,3,12.27,Bollywood,Offline Mode,HiFi Audio,Desktop,8,10,2020,18-24,Medium (5-15 hrs)
2232,France,45,2019-09-21,Free,Active,1,0,No,No,2,15.91,Electronic,Offline Mode,Concert Alerts,Mobile,5,19,2019,45-54,High (>15 hrs)
2233,France,22,2018-03-16,Free,Active,2,0,Yes,No,3,12.17,R&B,AI DJ,Concert Alerts,Car System,9,11,2018,18-24,Medium (5-15 hrs)
2234,UK,22,2025-12-18,Student,Inactive,4,1,No,No,3,4.78,Bollywood,AI DJ,Lyrics Translation,Car System,9,7,2025,18-24,Low (<5 hrs)
2235,Indonesia,25,2020-02-05,Free,Active,2,0,No,No,5,11.91,Pop,Lyrics,Mood-based Auto Playlists,Desktop,5,12,2020,25-34,Medium (5-15 hrs)
2236,Indonesia,26,2023-12-08,Free,Active,0,0,No,No,4,12.59,Electronic,Radio,Concert Alerts,Desktop,7,10,2023,25-34,Medium (5-15 hrs)
2237,Mexico,48,2024-11-27,Premium Family,Active,0,0,No,No,2,6.58,R&B,Discover Weekly,Mood-based Auto Playlists,Car System,11,10,2024,45-54,Medium (5-15 hrs)
2238,Canada,22,2021-08-17,Premium Individual,Active,0,0,No,No,3,1.85,Hip-Hop,Discover Weekly,Lyrics Translation,Tablet,4,10,2021,18-24,Low (<5 hrs)
2239,Germany,40,2023-09-20,Premium Duo,Active,0,0,Yes,No,3,5.41,Jazz,Offline Mode,Concert Alerts,Smart Speaker,8,7,2023,35-44,Medium (5-15 hrs)
2240,Brazil,20,2018-01-10,Free,Active,2,0,No,No,5,8.06,Rock,Daily Mix,HiFi Audio,Desktop,14,13,2018,18-24,Medium (5-15 hrs)
2241,Canada,21,2018-05-02,Premium Individual,Active,1,0,Yes,No,2,16.17,Classical,Offline Mode,Lyrics Translation,Mobile,7,16,2018,18-24,High (>15 hrs)
2242,Australia,55,2023-08-21,Free,Active,1,0,Yes,No,5,3.58,Pop,Daily Mix,Social Listening,Smart Speaker,13,12,2023,55+,Low (<5 hrs)
2243,Brazil,50,2024-09-01,Free,Active,0,0,Yes,No,3,13.44,Indie,Daily Mix,Social Listening,Desktop,6,8,2024,45-54,Medium (5-15 hrs)
2244,India,19,2018-11-14,Free,Active,1,0,No,No,1,9.58,Jazz,Lyrics,Social Listening,Smart Speaker,12,8,2018,18-24,Medium (5-15 hrs)
2245,Italy,50,2025-06-02,Premium Individual,Active,0,0,No,No,5,20.23,Country,Radio,Concert Alerts,Tablet,5,9,2025,45-54,High (>15 hrs)
2246,Brazil,34,2024-11-24,Premium Family,Inactive,4,1,No,No,4,9.07,Jazz,Lyrics,HiFi Audio,Tablet,8,15,2024,25-34,Medium (5-15 hrs)
2247,Canada,41,2023-02-16,Student,Active,1,0,No,No,3,10.21,K-Pop,Daily Mix,HiFi Audio,Tablet,8,12,2023,35-44,Medium (5-15 hrs)
2248,Mexico,16,2025-07-10,Free,Active,1,0,No,No,5,13.47,Country,Discover Weekly,Better AI Recommendations,Car System,13,14,2025,<18,Medium (5-15 hrs)
2249,Indonesia,29,2024-04-12,Premium Individual,Active,1,0,No,No,5,16.06,Rock,Playlists,Lyrics Translation,Tablet,9,12,2024,25-34,High (>15 hrs)
2250,USA,27,2018-04-09,Free,Active,2,0,No,No,4,13.99,Latin,Lyrics,Lyrics Translation,Tablet,10,8,2018,25-34,Medium (5-15 hrs)
2251,Italy,45,2023-09-08,Free,Active,10,1,No,No,5,13.32,Classical,Radio,Social Listening,Mobile,9,12,2023,45-54,Medium (5-15 hrs)
2252,USA,23,2020-05-05,Free,Active,0,0,No,No,3,14.97,Jazz,AI DJ,Lyrics Translation,Desktop,10,11,2020,18-24,Medium (5-15 hrs)
2253,Indonesia,57,2025-12-10,Free,Active,1,0,No,No,3,13.06,K-Pop,Lyrics,Mood-based Auto Playlists,Smart Speaker,2,10,2025,55+,Medium (5-15 hrs)
2254,Australia,58,2020-04-28,Premium Family,Active,1,0,No,No,2,10.26,Latin,Discover Weekly,Concert Alerts,Mobile,8,13,2020,55+,Medium (5-15 hrs)
2255,USA,23,2022-10-24,Free,Active,2,0,No,No,5,8.13,Jazz,Podcasts,Mood-based Auto Playlists,Tablet,6,13,2022,18-24,Medium (5-15 hrs)
2256,USA,21,2024-11-14,Premium Individual,Active,2,0,No,No,5,9.72,Electronic,Playlists,Mood-based Auto Playlists,Desktop,5,15,2024,18-24,Medium (5-15 hrs)
2257,Canada,49,2024-02-15,Student,Active,2,0,No,No,3,13.17,Pop,Discover Weekly,Social Listening,Car System,11,6,2024,45-54,Medium (5-15 hrs)
2258,France,21,2021-12-14,Premium Individual,Active,3,1,Yes,No,3,11.22,Rock,Daily Mix,Better AI Recommendations,Smart Speaker,8,10,2021,18-24,Medium (5-15 hrs)
2259,Australia,22,2020-09-05,Premium Individual,Active,2,0,No,No,5,15.55,Country,Lyrics,Better AI Recommendations,Smart Speaker,8,5,2020,18-24,High (>15 hrs)
2260,France,39,2019-01-03,Premium Individual,Inactive,3,1,No,No,5,22.43,Bollywood,Playlists,HiFi Audio,Smart Speaker,12,10,2019,35-44,High (>15 hrs)
2261,Mexico,35,2021-01-27,Free,Inactive,3,1,No,No,5,13.11,Latin,Discover Weekly,HiFi Audio,Car System,10,8,2021,35-44,Medium (5-15 hrs)
2262,India,25,2021-06-20,Premium Duo,Active,2,0,Yes,No,3,13.59,Hip-Hop,Playlists,Better AI Recommendations,Desktop,13,14,2021,25-34,Medium (5-15 hrs)
2263,Germany,54,2023-07-17,Free,Active,0,0,No,No,3,10.62,Country,Discover Weekly,Better AI Recommendations,Mobile,10,5,2023,45-54,Medium (5-15 hrs)
2264,India,37,2024-06-18,Student,Active,1,0,No,No,4,5.31,Country,Offline Mode,Lyrics Translation,Desktop,8,13,2024,35-44,Medium (5-15 hrs)
2265,Indonesia,16,2020-02-26,Premium Duo,Active,1,0,No,No,5,10.52,Jazz,Playlists,HiFi Audio,Smart Speaker,3,11,2020,<18,Medium (5-15 hrs)
2266,Brazil,20,2018-11-19,Free,Active,0,0,No,No,4,16.38,Country,Playlists,Better AI Recommendations,Smart Speaker,12,7,2018,18-24,High (>15 hrs)
2267,Indonesia,60,2018-06-28,Student,Active,1,0,Yes,Yes,3,3.6,Electronic,Radio,Lyrics Translation,Mobile,9,12,2018,55+,Low (<5 hrs)
2268,Brazil,29,2024-09-18,Premium Individual,Active,2,0,No,No,4,17.66,Hip-Hop,Offline Mode,HiFi Audio,Car System,7,7,2024,25-34,High (>15 hrs)
2269,UK,42,2023-11-01,Free,Active,0,0,Yes,No,2,5.08,R&B,Daily Mix,Mood-based Auto Playlists,Smart Speaker,12,13,2023,35-44,Medium (5-15 hrs)
2270,Germany,52,2024-11-07,Free,Inactive,9,1,No,No,2,3.71,Rock,Offline Mode,Social Listening,Tablet,7,14,2024,45-54,Low (<5 hrs)
2271,Spain,21,2025-04-10,Free,Active,1,0,Yes,Yes,4,7.86,Indie,Offline Mode,Mood-based Auto Playlists,Car System,6,15,2025,18-24,Medium (5-15 hrs)
2272,USA,19,2018-03-30,Premium Individual,Active,0,0,No,No,4,4.21,Rock,Playlists,Mood-based Auto Playlists,Desktop,6,10,2018,18-24,Low (<5 hrs)
2273,Indonesia,17,2026-01-14,Premium Individual,Active,1,0,No,No,5,10.25,K-Pop,Offline Mode,Concert Alerts,Smart Speaker,11,11,2026,<18,Medium (5-15 hrs)
2274,Spain,43,2025-07-07,Free,Active,0,0,Yes,No,3,2.7,Electronic,Offline Mode,Mood-based Auto Playlists,Mobile,11,18,2025,35-44,Low (<5 hrs)
2275,Italy,27,2018-08-13,Premium Individual,Active,0,0,No,No,5,16.65,Rock,Lyrics,Mood-based Auto Playlists,Desktop,9,8,2018,25-34,High (>15 hrs)
2276,Brazil,44,2024-12-09,Premium Individual,Active,1,0,Yes,No,4,9.74,Indie,Playlists,Mood-based Auto Playlists,Smart Speaker,7,7,2024,35-44,Medium (5-15 hrs)
2277,USA,32,2020-11-12,Free,Inactive,4,1,Yes,No,5,15.78,Jazz,AI DJ,HiFi Audio,Mobile,14,11,2020,25-34,High (>15 hrs)
2278,Canada,38,2021-05-15,Free,Active,2,0,No,No,4,5.06,Electronic,Offline Mode,Concert Alerts,Smart Speaker,6,10,2021,35-44,Medium (5-15 hrs)
2279,Australia,36,2018-04-27,Free,Inactive,5,1,No,No,2,0,Hip-Hop,Podcasts,Mood-based Auto Playlists,Desktop,11,10,2018,35-44,Low (<5 hrs)
2280,India,22,2022-04-15,Free,Inactive,3,1,No,No,5,13.83,Indie,AI DJ,Better AI Recommendations,Mobile,8,10,2022,18-24,Medium (5-15 hrs)
2281,Germany,44,2019-10-27,Premium Individual,Active,1,0,No,No,4,6.1,Indie,AI DJ,Social Listening,Desktop,6,7,2019,35-44,Medium (5-15 hrs)
2282,Italy,57,2019-10-30,Premium Duo,Active,0,0,No,No,3,8.45,Electronic,Daily Mix,Lyrics Translation,Smart Speaker,7,9,2019,55+,Medium (5-15 hrs)
2283,Brazil,46,2025-05-10,Premium Individual,Active,1,0,No,No,4,9.1,Rock,Podcasts,Concert Alerts,Desktop,11,19,2025,45-54,Medium (5-15 hrs)
2284,Germany,36,2024-12-27,Premium Individual,Active,4,1,No,No,4,12.85,Indie,Daily Mix,Social Listening,Car System,12,8,2024,35-44,Medium (5-15 hrs)
2285,India,16,2021-01-28,Premium Duo,Active,0,0,Yes,No,4,16.43,Latin,Podcasts,Concert Alerts,Car System,9,9,2021,<18,High (>15 hrs)
2286,Brazil,50,2022-08-17,Premium Individual,Active,1,0,No,No,4,10.92,Pop,Daily Mix,Lyrics Translation,Mobile,5,5,2022,45-54,Medium (5-15 hrs)
2287,Indonesia,37,2018-03-27,Premium Duo,Inactive,5,1,No,No,3,9.63,Rock,AI DJ,HiFi Audio,Smart Speaker,5,11,2018,35-44,Medium (5-15 hrs)
2288,India,38,2020-08-03,Premium Individual,Active,0,0,Yes,No,4,15.85,Hip-Hop,Podcasts,Concert Alerts,Tablet,15,8,2020,35-44,High (>15 hrs)
2289,Spain,16,2021-09-08,Student,Active,0,0,No,No,4,17.72,Bollywood,Daily Mix,Lyrics Translation,Desktop,7,10,2021,<18,High (>15 hrs)
2290,India,37,2020-09-05,Free,Active,0,0,No,No,5,9.11,K-Pop,Offline Mode,Better AI Recommendations,Tablet,10,5,2020,35-44,Medium (5-15 hrs)
2291,France,22,2018-11-21,Premium Duo,Active,2,0,Yes,No,3,7.03,Country,Radio,Lyrics Translation,Tablet,9,9,2018,18-24,Medium (5-15 hrs)
2292,USA,36,2018-05-25,Premium Duo,Inactive,6,1,Yes,No,4,14.67,Jazz,Lyrics,Lyrics Translation,Car System,7,10,2018,35-44,Medium (5-15 hrs)
2293,Italy,39,2022-10-07,Premium Individual,Active,3,1,Yes,No,4,10.65,Rock,Playlists,Concert Alerts,Car System,11,9,2022,35-44,Medium (5-15 hrs)
2294,India,50,2018-09-21,Premium Duo,Active,0,0,No,No,5,11.35,Bollywood,Podcasts,Mood-based Auto Playlists,Smart Speaker,6,16,2018,45-54,Medium (5-15 hrs)
2295,Germany,26,2019-05-15,Premium Duo,Inactive,4,1,Yes,No,5,3.56,Classical,Radio,Lyrics Translation,Mobile,5,11,2019,25-34,Low (<5 hrs)
2296,Germany,57,2020-05-16,Free,Active,1,0,Yes,No,1,12.97,Hip-Hop,Discover Weekly,Better AI Recommendations,Mobile,5,11,2020,55+,Medium (5-15 hrs)
2297,Italy,50,2025-06-10,Student,Active,2,0,No,No,5,12.37,Bollywood,Podcasts,Lyrics Translation,Smart Speaker,7,7,2025,45-54,Medium (5-15 hrs)
2298,Germany,42,2020-09-30,Premium Duo,Active,1,0,No,No,2,6.44,Electronic,Daily Mix,Mood-based Auto Playlists,Car System,2,7,2020,35-44,Medium (5-15 hrs)
2299,India,60,2023-10-27,Free,Active,2,0,No,No,4,8.19,Jazz,Daily Mix,HiFi Audio,Tablet,9,7,2023,55+,Medium (5-15 hrs)
2300,Canada,29,2025-01-30,Premium Individual,Active,0,0,Yes,Yes,2,14.53,Classical,Podcasts,Lyrics Translation,Car System,6,16,2025,25-34,Medium (5-15 hrs)
2301,Canada,34,2020-06-12,Free,Inactive,3,1,No,No,4,12.25,Rock,Playlists,Better AI Recommendations,Car System,9,9,2020,25-34,Medium (5-15 hrs)
2302,India,43,2018-02-25,Free,Active,1,0,Yes,No,3,11.69,Pop,Lyrics,Mood-based Auto Playlists,Tablet,11,11,2018,35-44,Medium (5-15 hrs)
2303,Canada,23,2026-01-10,Premium Family,Active,0,0,No,No,3,8.24,Hip-Hop,Podcasts,Concert Alerts,Mobile,12,15,2026,18-24,Medium (5-15 hrs)
2304,Brazil,55,2019-12-24,Premium Family,Active,0,0,Yes,No,4,11.74,R&B,Offline Mode,Lyrics Translation,Desktop,11,11,2019,55+,Medium (5-15 hrs)
2305,USA,34,2025-09-14,Free,Inactive,10,1,Yes,Yes,5,11.42,Hip-Hop,Lyrics,Better AI Recommendations,Smart Speaker,5,14,2025,25-34,Medium (5-15 hrs)
2306,Australia,31,2022-05-21,Premium Individual,Active,0,0,No,No,4,0,Hip-Hop,Radio,HiFi Audio,Mobile,10,8,2022,25-34,Low (<5 hrs)
2307,Brazil,17,2021-10-31,Free,Active,0,0,Yes,No,5,9.52,Classical,Daily Mix,HiFi Audio,Smart Speaker,8,7,2021,<18,Medium (5-15 hrs)
2308,France,29,2019-01-11,Premium Individual,Inactive,7,1,Yes,No,5,11.7,Latin,Podcasts,Social Listening,Tablet,9,11,2019,25-34,Medium (5-15 hrs)
2309,Indonesia,32,2025-03-11,Premium Duo,Active,0,0,No,No,4,9.3,Classical,Lyrics,Social Listening,Tablet,9,15,2025,25-34,Medium (5-15 hrs)
2310,India,57,2024-12-07,Free,Active,0,0,Yes,No,3,15.22,Hip-Hop,Podcasts,Better AI Recommendations,Tablet,6,7,2024,55+,High (>15 hrs)
2311,India,25,2024-08-18,Premium Individual,Active,1,0,No,No,3,14.47,Latin,Radio,Concert Alerts,Car System,9,9,2024,25-34,Medium (5-15 hrs)
2312,France,20,2025-05-11,Premium Individual,Inactive,3,1,Yes,Yes,4,10.03,K-Pop,Daily Mix,Concert Alerts,Tablet,5,5,2025,18-24,Medium (5-15 hrs)
2313,Brazil,20,2025-10-17,Free,Active,0,0,Yes,No,3,8.13,Classical,Lyrics,HiFi Audio,Desktop,9,11,2025,18-24,Medium (5-15 hrs)
2314,Mexico,50,2018-09-19,Free,Active,1,0,Yes,No,3,11.63,Rock,Podcasts,Better AI Recommendations,Mobile,11,12,2018,45-54,Medium (5-15 hrs)
2315,UK,20,2018-03-01,Premium Individual,Active,0,0,No,No,3,7.9,Electronic,Daily Mix,Better AI Recommendations,Smart Speaker,13,7,2018,18-24,Medium (5-15 hrs)
2316,India,20,2022-01-20,Premium Individual,Active,1,0,No,No,4,15.97,Latin,Daily Mix,Social Listening,Desktop,2,7,2022,18-24,High (>15 hrs)
2317,India,47,2019-08-06,Free,Active,1,0,Yes,No,5,17.23,Indie,AI DJ,HiFi Audio,Mobile,4,8,2019,45-54,High (>15 hrs)
2318,USA,60,2025-04-09,Free,Active,2,0,Yes,No,5,10.81,R&B,Podcasts,Lyrics Translation,Tablet,7,8,2025,55+,Medium (5-15 hrs)
2319,India,44,2021-01-25,Free,Active,0,0,Yes,No,2,9.6,Country,Podcasts,HiFi Audio,Mobile,11,11,2021,35-44,Medium (5-15 hrs)
2320,Italy,32,2019-12-30,Premium Individual,Active,0,0,Yes,No,2,15.96,Electronic,Offline Mode,Social Listening,Smart Speaker,11,16,2019,25-34,High (>15 hrs)
2321,UK,60,2021-05-26,Free,Active,0,0,Yes,No,5,13.24,K-Pop,AI DJ,Concert Alerts,Mobile,5,8,2021,55+,Medium (5-15 hrs)
2322,Spain,22,2025-09-25,Free,Active,3,1,Yes,Yes,3,14.41,Indie,Offline Mode,Better AI Recommendations,Tablet,9,15,2025,18-24,Medium (5-15 hrs)
2323,Australia,37,2023-03-02,Premium Individual,Active,2,0,No,No,3,6.92,R&B,Radio,Lyrics Translation,Mobile,7,13,2023,35-44,Medium (5-15 hrs)
2324,India,29,2021-08-14,Premium Individual,Inactive,3,1,No,No,4,4.32,K-Pop,Playlists,Concert Alerts,Mobile,4,6,2021,25-34,Low (<5 hrs)
2325,Mexico,40,2018-05-06,Free,Active,0,0,No,No,5,8.86,Rock,Lyrics,Better AI Recommendations,Smart Speaker,6,9,2018,35-44,Medium (5-15 hrs)
2326,Italy,29,2020-07-15,Premium Family,Active,1,0,Yes,Yes,2,13.62,Pop,Lyrics,Concert Alerts,Car System,9,15,2020,25-34,Medium (5-15 hrs)
2327,India,58,2021-12-07,Free,Inactive,3,1,No,No,5,12.45,Latin,AI DJ,Social Listening,Smart Speaker,9,9,2021,55+,Medium (5-15 hrs)
2328,India,33,2021-10-06,Free,Inactive,5,1,No,No,4,9.18,Pop,AI DJ,Better AI Recommendations,Car System,9,12,2021,25-34,Medium (5-15 hrs)
2329,Indonesia,16,2025-01-03,Student,Inactive,4,1,No,No,1,12.27,Indie,Discover Weekly,Concert Alerts,Car System,9,6,2025,<18,Medium (5-15 hrs)
2330,Germany,20,2020-02-18,Premium Individual,Inactive,4,1,No,No,4,16.03,Classical,Playlists,Concert Alerts,Smart Speaker,3,8,2020,18-24,High (>15 hrs)
2331,USA,26,2019-01-02,Premium Family,Active,1,0,No,No,5,11.51,Bollywood,Offline Mode,Concert Alerts,Mobile,12,11,2019,25-34,Medium (5-15 hrs)
